A Finnish news corpus for named entity recognition	2020	['Linguistics']	www.jstor.org/stable/10.2307/48740865
A real time Named Entity Recognition system for Arabic text mining	2012	['Linguistics']	www.jstor.org/stable/10.2307/23325372
A web-based Bengali news corpus for named entity recognition	2008	['Linguistics']	www.jstor.org/stable/10.2307/41217872
Fine-grained Dutch named entity recognition	2014	['Linguistics']	www.jstor.org/stable/10.2307/24710414
Product named entity recognition in Chinese text	2008	['Linguistics']	www.jstor.org/stable/10.2307/41217874
Combining rule-based and statistical mechanisms for low-resource named entity recognition	2018	['Linguistics', 'Computer Science']	www.jstor.org/stable/10.2307/44988385
Illinois CCG LoReHLT 2016 named entity recognition and situation frame systems	2018	['Linguistics', 'Computer Science']	www.jstor.org/stable/10.2307/44988388
