title	year	discipline_names	url
"""One Hot Electric Breath"": EBB's Technology Debate with Tennyson, Systemic Digital Lags in Nineteenth-Century Literary Scholarship, and the EBB Archive"	2012	['Language & Literature']	www.jstor.org/stable/10.2307/23646686
Book Review : Nineteenth-Century Illustration and the Digital: Studies in Word and Image	2017	['Language & Literature']	www.jstor.org/stable/10.2307/26809635
Reading Numbers by Numbers: Digital Studies and the Victorian Serial Novel	2012	['Language & Literature']	www.jstor.org/stable/10.2307/23646683
Getting It Right and Getting It Wrong in Digital Archaeological Ethics	2021	['Archaeology', 'History']	www.jstor.org/stable/10.2307/j.ctv2dt5m8g.13
Mapping Ancient Heritage Narratives with Digital Tools	2021	['Archaeology', 'History']	www.jstor.org/stable/10.2307/j.ctv2dt5m8g.9
From Analog to Digital	2024	['Philosophy']	www.jstor.org/stable/10.2307/jj.15944966.7
Webfare: A Manifesto for Digital Well-Being	2024	['Philosophy']	www.jstor.org/stable/10.2307/jj.15944966
The West Virginia GeoExplorer Project: Using Digital Technology to Study Time, Place, and People	2014	['History']	www.jstor.org/stable/10.2307/43264983
"Rejuvenating ""Eternal Inequality"" on the Digital Frontiers of ""Red Dead Redemption"""	2012	['Language & Literature']	www.jstor.org/stable/10.2307/43023003
Book Review :          Digital Jesus: The Making of a New Christian Fundamentalist Community on the Internet                    Robert Glenn           Howard	2013	['Folklore']	www.jstor.org/stable/10.2307/24551671
Book Review :          Folk Culture in the Digital Age: The Emergent Dynamics of Human Interaction                    Trevor J.           Blank	2015	['Folklore']	www.jstor.org/stable/10.2307/24550795
Book Review :          Folklore and the Internet: Vernacular Expression in a Digital World                    Trevor J.           Blank	2011	['Folklore']	www.jstor.org/stable/10.2307/24551266
Book Review :          The Last Laugh: Folk Humor, Celebrity Culture, and Mass-Mediated Disasters in the Digital Age                    Trevor J.           Blank	2015	['Folklore']	www.jstor.org/stable/10.2307/24550678
Digital Folkloristics	2019	['Folklore']	www.jstor.org/stable/10.2307/26864167
Paying to Play: Digital Media, Commercialization, and the Scholarship of Alan Dundes	2014	['Folklore']	www.jstor.org/stable/10.2307/24550974
Book Review : Scholarly Adventures in the Digital Humanities: Making the Modernist Archives Publishing Project	2018	['Language & Literature']	www.jstor.org/stable/10.2307/26475587
Book Review :          Crossing the Bridge: The Sound of Istanbul                    Fatih           Akin                  Intervista Digital Media/Hamburg, Corazon International/Hamburg in co-production with N. D. R./Hamburg         Strand Releasing         Soda Pictures	2008	['Music']	www.jstor.org/stable/10.2307/20465103
